year,pick,team,name,college,yrs,gms,min,pts,trb,ast,fg%,3p%,ft%,mpg,ppg,rpg,apg,ws,ws/48,bpm,vorp,link,at_col,mvps,roy,dpoys,smoys,mips,fmvps,1st_team,2nd_team,3rd_team,all_nba,all_star,franchise,active
1987,15,UTA,José Ortiz,Oregon State,2,64,391,183,73,18,0.443,0.333,0.596,6.1,2.9,1.1,0.3,0,0.002,-6.4,-0.4,/players/o/ortizjo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1987,16,PHI,Chris Welp,Washington,3,109,1173,359,265,43,0.446,0,0.681,10.8,3.3,2.4,0.4,1,0.042,-5,-0.9,/players/w/welpch01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,17,POR,Ronnie Murphy,Jacksonville University,1,18,89,36,11,6,0.286,0.25,0.636,4.9,2,0.6,0.3,-0.2,-0.13,-11.5,-0.2,/players/m/murphro01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,18,NYK,Mark Jackson,St. John's,17,1296,39121,12489,4963,10334,0.447,0.332,0.77,30.2,9.6,3.8,8,91.8,0.113,1.8,37.5,/players/j/jacksma01.html,TRUE,0,TRUE,0,0,0,0,0,0,0,0,1,NYK,FALSE
1987,19,LAC,Ken Norman,Illinois,10,646,18992,8717,3949,1355,0.486,0.312,0.567,29.4,13.5,6.1,2.1,27.1,0.069,-1,4.9,/players/n/normake01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1987,20,DAL,Jim Farmer,Alabama,5,136,1454,715,186,111,0.428,0.282,0.73,10.7,5.3,1.4,0.8,0.7,0.024,-4.3,-0.8,/players/f/farmeji01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,FALSE
1987,21,ATL,Dallas Comegys,DePaul,2,142,2241,856,452,95,0.457,0,0.682,15.8,6,3.2,0.7,1.1,0.024,-3.6,-0.9,/players/c/comegda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1987,22,BOS,Reggie Lewis,Northeastern University,6,450,14676,7902,1938,1153,0.488,0.2,0.824,32.6,17.6,4.3,2.6,38.9,0.127,1.4,12.4,/players/l/lewisre01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,1,BOS,FALSE
1987,23,SAS,Greg Anderson,Houston,10,680,14040,4953,4246,385,0.492,0.087,0.557,20.6,7.3,6.2,0.6,18.7,0.064,-3,-3.7,/players/a/andergr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1987,24,DET,Freddie Banks,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/banksfr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1987,25,NYK,Ron Moore,West Virginia State University,1,14,59,24,8,1,0.31,0,0.75,4.2,1.7,0.6,0.1,-0.1,-0.074,-12.5,-0.2,/players/m/moorero01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1987,26,DAL,Steve Alford,Indiana,4,169,1641,744,144,176,0.459,0.324,0.87,9.7,4.4,0.9,1,3.2,0.093,-0.9,0.5,/players/a/alforst01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,FALSE
1987,27,SAS,Nate Blackwell,Temple,1,10,112,37,6,18,0.366,0.182,0.833,11.2,3.7,0.6,1.8,-0.1,-0.045,-7.2,-0.1,/players/b/blackna01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1987,28,CHI,Rickie Winslow,Houston,1,7,45,7,7,2,0.231,0,0.5,6.4,1,1,0.3,-0.2,-0.165,-14.8,-0.1,/players/w/winslri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1987,29,POR,Lester Fonville,Jackson State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/fonvile01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,30,POR,Nikita Wilson,LSU,1,15,54,19,11,3,0.304,0,0.833,3.6,1.3,0.7,0.2,-0.1,-0.099,-11.3,-0.1,/players/w/wilsoni01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,31,DEN,Andre Moore,Loyola Chicago,1,10,50,24,14,6,0.333,0,0.75,5,2.4,1.4,0.6,0,-0.013,-6,-0.1,/players/m/moorean01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1987,32,MIL,Bob McCann,Morehead State University,5,178,2385,739,468,104,0.479,0.2,0.577,13.4,4.2,2.6,0.6,2,0.041,-3.8,-1.1,/players/m/mccanbo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1987,33,CHI,Tony White,Tennessee,1,49,581,261,31,59,0.446,0,0.722,11.9,5.3,0.6,1.2,-0.3,-0.025,-5.4,-0.5,/players/w/whiteto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1987,34,IND,Brian Rowsom,UNC Wilmington,3,82,1092,457,273,47,0.455,0.667,0.818,13.3,5.6,3.3,0.6,2.4,0.107,-1.6,0.1,/players/r/rowsobr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1987,35,HOU,Doug Lee,Purdue,3,73,415,168,42,32,0.412,0.31,0.7,5.7,2.3,0.6,0.4,0.7,0.086,-2.4,0,/players/l/leedo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1987,36,WSB,Duane Washington,Middle Tennessee,2,19,184,54,24,39,0.383,0.5,0.8,9.7,2.8,1.3,2.1,0.4,0.092,0.4,0.1,/players/w/washidu01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1987,37,WSB,Derrick Dowell,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/dowelde01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1987,38,LAC,Norris Coleman,Kansas State,1,29,431,153,81,13,0.346,0.5,0.556,14.9,5.3,2.8,0.4,-0.4,-0.046,-7.1,-0.6,/players/c/colemno01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1987,39,PHI,Vincent Askew,Memphis,9,467,9361,3311,1176,1017,0.479,0.3,0.754,20,7.1,2.5,2.2,22.1,0.113,0,4.7,/players/a/askewvi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,40,MIL,Winston Garland,Missouri State,7,511,13391,4799,1433,2421,0.43,0.281,0.83,26.2,9.4,2.8,4.7,14.2,0.051,-1.6,1.3,/players/g/garlawi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1987,41,CLE,Kannard Johnson,Western Kentucky,1,4,12,2,0,0,0.333,0,0,3,0.5,0,0,-0.1,-0.238,-9.7,0,/players/j/johnska01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1987,42,ATL,Terrance Bailey,Wagner College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/bailete01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1987,43,PHI,Andrew Kennedy,Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/k/kennean01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,44,ATL,Terry Coner,Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/conerte01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1987,45,BOS,Brad Lohaus,Iowa,11,656,10378,3854,1869,714,0.44,0.361,0.733,15.8,5.9,2.8,1.1,15.2,0.07,-0.7,3.5,/players/l/lohaubr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1987,46,PHO,Bruce Dalrymple,Georgia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/dalrybr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1987,47,LAC,Tim McCalister,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mccalti01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1987,48,NJN,Jamie Waller,Virginia Union University,1,9,91,42,13,3,0.4,0,0.556,10.1,4.7,1.4,0.3,-0.2,-0.097,-7.1,-0.1,/players/w/walleja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1987,49,NYK,Jerome Batiste,McNeese State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/batisje01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1987,50,SAS,Phil Zevenbergen,Washington,1,8,58,30,13,3,0.556,0,0,7.3,3.8,1.6,0.4,0,0.041,-2.4,0,/players/z/zevenph01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1987,51,SAC,Sven Meyer,Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/myersv01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1987,52,CLE,Donald Royal,Notre Dame,8,504,8442,3161,1431,500,0.473,0,0.77,16.8,6.3,2.8,1,19.1,0.109,-1.6,0.9,/players/r/royaldo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1987,53,PHO,Winston Crite,Texas A&M,2,31,264,87,65,15,0.479,0,0.76,8.5,2.8,2.1,0.5,0.1,0.012,-5.5,-0.2,/players/c/critewi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1987,54,DEN,Tom Schafer,Iowa State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/schafto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1987,55,SEA,Tommy Amaker,Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/amaketo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
1987,56,CHI,John Fox,Millersville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/foxjo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1987,57,PHI,Hansi Gnad,University of Alaska Anchorage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/gnadha01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,58,GSW,Darryl Johnson,Michigan State,1,11,28,12,2,1,0.417,0,1,2.5,1.1,0.2,0.1,0,0.01,-8.4,0,/players/j/johnsda02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1987,59,WSB,Danny Pearson,Jacksonville University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/p/pearsda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1987,60,IND,Sean Couch,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/couchse01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1987,61,UTA,Clarence Martin,Western Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/marticl01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1987,62,PHI,Eric Riggins,Rutgers University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/riggier01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,63,POR,Kevin Gamble,Iowa,10,649,14508,6154,1457,1300,0.502,0.36,0.81,22.4,9.5,2.2,2,33.3,0.11,0.2,8.1,/players/g/gamblke01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,64,MIL,J. J. Weber,Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/weberjj01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1987,65,DET,Eric White,Pepperdine,2,55,788,336,132,26,0.525,1,0.798,14.3,6.1,2.4,0.5,1.3,0.079,-3.1,-0.2,/players/w/whiteer01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1987,66,DAL,Mike Richmond,Texas-El Paso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/richmmi02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,FALSE
1987,67,ATL,Song Tao,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/taoso01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1987,68,UTA,Billy Donovan,Providence,1,44,364,105,25,87,0.404,0,0.81,8.3,2.4,0.6,2,-0.1,-0.009,-3.7,-0.2,/players/d/donovbi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1987,69,LAL,Willie Glass,St. John's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/glasswi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
1987,70,BOS,Tom Sheehey,Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/sheehto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1987,71,NYK,Mike Morgan,Drake University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/morgami01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1987,72,NJN,Andrew Moten,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/motenan01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1987,73,SAS,Todd May,Pikeville College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mayto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1987,74,SAC,Joe Arlauckas,Niagara University,1,9,85,34,13,8,0.326,0,0.75,9.4,3.8,1.4,0.9,-0.1,-0.045,-6.8,-0.1,/players/a/arlaujo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1987,75,CLE,Chris Dudley,Yale,16,886,16321,3473,5457,375,0.412,0,0.458,18.4,3.9,6.2,0.4,26.2,0.077,-3,-4.2,/players/d/dudlech02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1987,76,PHO,Steve Beck,Arizona State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/beckst01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1987,77,DEN,David Boone,Marquette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/booneda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1987,78,SEA,Todd Linder,University of Tampa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/lindeto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
1987,79,CHI,Jack Haley,UCLA,9,341,3288,1180,922,82,0.425,0,0.655,9.6,3.5,2.7,0.2,2.9,0.042,-6.7,-3.9,/players/h/haleyja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1987,80,CLE,Carven Holcombe,TCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/holcoca01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1987,81,WSB,Scott Thompson,University of San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/thompsc02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1987,82,HOU,Joe Niego,Lewis (IL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/n/niegojo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1987,83,GSW,Bennie Bolton,NC State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/boltobe01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1987,84,UTA,Reuben Holmes,Alabama State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/holmere01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1987,85,PHI,Brian Rahilly,Tulsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/rahilbr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,86,POR,Norwood Barber,Florida State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/barbeno01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,87,MIL,Darryl Bedford,Austin Peay State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/bedfoda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1987,88,DET,Dave Popson,UNC,3,41,196,76,46,13,0.405,0,0.75,4.8,1.9,1.1,0.3,-0.1,-0.033,-7.7,-0.3,/players/p/popsoda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1987,89,DAL,David Johnson,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/johnsda06.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,FALSE
1987,90,ATL,Theofanis Christodoulou,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/christh01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1987,91,BOS,Darryl Kennedy,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/k/kenneda02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1987,92,LAL,Ralph Tally,Norfolk State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/tallyra01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
1987,93,LAC,Chad Kessler,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/k/kesslch01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1987,94,NJN,James Blackmon,Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/blackja03.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1987,95,NYK,Glen Clem,Vanderbilt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/clemgl01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1987,96,SAS,Dennis Willliams,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/willide05.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1987,97,SAC,Vernon Carr,Michigan State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/carrve01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1987,98,CLE,Carl Lott,TCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/lottca01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1987,99,PHO,Brent Counts,University of the Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/countbr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1987,100,DEN,Ron Grandison,New Orleans,4,105,872,254,163,58,0.404,0.167,0.713,8.3,2.4,1.6,0.6,1.2,0.064,-2.6,-0.1,/players/g/grandro01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1987,101,SEA,Michael Tait,Clemson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/taitmi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
1987,102,CHI,Anthony Wilson,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/wilsoan01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1987,103,IND,Mike Milling,UNC Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/millimi02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1987,104,HOU,Andre LaFleur,Northeastern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/laflean01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1987,105,GSW,Terry Williams,SMU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/willite03.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1987,106,WSB,Patrick Fairs,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/fairspa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1987,107,UTA,Bart Kofoed,University of Nebraska at Kearney,5,111,702,162,56,108,0.387,0.188,0.614,6.3,1.5,0.5,1,0,0.002,-5.1,-0.6,/players/k/kofoeba01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1987,108,PHI,Frank Ross,American University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/rossfr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,109,POR,David Moss,Tulsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mossda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,110,MIL,Brian Vaughns,UC Santa Barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/v/vaughbr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1987,111,DET,Gerry Wright,Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/wrighge01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1987,112,DAL,Sam Hill,Iowa State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/hillsa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DAL,FALSE
1987,113,ATL,Jose Antonio Montero,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/montejo01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1987,114,BOS,Dave Butler,California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/butleda02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1987,115,LAL,Kenny Travis,New Mexico State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/travike01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
1987,116,LAC,Martin Nessley,Duke,1,44,336,48,82,16,0.385,0,0.444,7.6,1.1,1.9,0.4,-0.1,-0.014,-8.2,-0.5,/players/n/nesslma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1987,117,NYK,Howard Triche,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/trichho01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1987,118,NJN,Perry Bromwell,Penn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/bromwpe01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1987,119,SAS,Ricky Brown,University of South Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/brownri04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1987,120,SAC,Daryl Thomas,Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/thomada01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1987,121,CLE,Harold Jensen,Villanova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/jenseha01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1987,122,PHO,Marcel Boyce,University of Akron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/boycema01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1987,123,DEN,Kelvin Scarborough,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/scarbke01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1987,124,SEA,Tom Gneiting,BYU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/gneitto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
1987,125,CHI,Doug Altenberger,Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/altendo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1987,126,IND,Gary Graham,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/grahaga01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1987,127,GSW,Šarūnas Marčiulionis,-,7,363,8123,4631,819,807,0.505,0.369,0.768,22.4,12.8,2.3,2.2,20,0.118,0.3,4.7,/players/m/marcisa01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1987,128,WSB,Dwayne Scholten,Washington State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/scholdw01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1987,129,HOU,Fred Jenkins,Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/jenkifr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1987,130,UTA,Art Sabb,Bloomfield College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/sabbar01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1987,131,PHI,Tracy Foster,UAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/fostetr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1987,132,POR,Bernard Jackson,Loyola Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/johnsbe01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1987,133,MIL,Gay Elmore,Virginia Military Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/e/elmorga01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
