year,pick,team,name,college,yrs,gms,min,pts,trb,ast,fg%,3p%,ft%,mpg,ppg,rpg,apg,ws,ws/48,bpm,vorp,link,at_col,mvps,roy,dpoys,smoys,mips,fmvps,1st_team,2nd_team,3rd_team,all_nba,all_star,franchise,active
1979,55,SDC,Tom Channel,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/channto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,56,POR,Mickey Fox,Saint Mary's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/foxmi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,57,ATL,Don Marsh,Franklin & Marshall College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/marchdo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1979,58,PHI,Earl Cureton,Detroit Mercy,12,674,12420,3620,3172,678,0.473,0,0.538,18.4,5.4,4.7,1,14.4,0.056,-2.7,-2.1,/players/c/curetea01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1979,59,HOU,Ricardo Brown,Pepperdine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/brownri03.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,60,LAL,Walter Daniels,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/daniewa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
1979,61,BOS,Ernesto Malcolm,Briar Cliff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/malcoer01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,62,KCK,Terry Crosby,Tennessee,1,4,28,6,1,7,0.5,0,1,7,1.5,0.3,1.8,0,-0.051,-4.8,0,/players/c/crosbte01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1979,63,SAS,Sylvester Norris,Jackson State University,1,17,189,40,43,6,0.419,0,0.667,11.1,2.4,2.5,0.4,-0.2,-0.055,-6.2,-0.3,/players/n/norrisy01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1979,64,PHO,Al Green,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/greenal01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1979,65,CLE,Bill Laimbeer,Notre Dame,14,1068,33956,13790,10400,2184,0.498,0.326,0.837,31.8,12.9,9.7,2,105.6,0.149,1.4,29.3,/players/l/laimbbi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,4,CLE,FALSE
1979,66,WSB,Charles Floyd,High Point University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/floydch01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1979,67,UTA,Greg Deane,Utah,1,7,48,10,6,6,0.182,1,0.714,6.9,1.4,0.9,0.9,-0.1,-0.07,-4.8,-0.1,/players/d/deanegr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1979,68,BOS,Nick Galis,Seton Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/galisni01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,69,MIL,Eugene Robinson,Louisiana-Monroe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/robineu01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1979,70,CLE,Rick Swing,The Citadel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/swingri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1979,71,NYK,Larry Rogers,SE Missouri State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/rogerla01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1979,72,CHI,George Maynor,East Carolina University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/maynoge01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1979,73,SEA,James Donaldson,Washington State,14,957,26222,8203,7492,765,0.571,0,0.732,27.4,8.6,7.8,0.8,62.3,0.114,-0.1,12.4,/players/d/donalja01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,1,OKC,FALSE
1979,74,IND,Don Newman,Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/n/newmado01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1979,75,GSW,Ron Ripley,Green Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/riplero01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,76,HOU,Sammy Drummer,Georgia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/drummsa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,77,SDC,Lionel Garrett,Southern University and A&M College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/garreli01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,78,POR,Darryl Robinson,Appalachian State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/robinda02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,79,LAL,Ray White,Mississippi State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/whitera02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
1979,80,HOU,Lionel Green,LSU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/greenli02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,81,LAL,Ricky Reed,Temple,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/reedri02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAL,FALSE
1979,82,GSW,Jerry Sichting,Purdue,10,598,12732,4141,817,1962,0.507,0.271,0.857,21.3,6.9,1.4,3.3,21.2,0.08,-1.6,1.4,/players/s/sichtje01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,83,PHI,Mike Niles,Cal State Fullerton,1,44,231,115,58,15,0.348,0.5,0.459,5.3,2.6,1.3,0.3,-0.3,-0.062,-8.8,-0.5,/players/n/nilesmi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1979,84,SAS,Al Daniel,Furman University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/danieal01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1979,85,KCK,John McCullough,Oklahoma,1,8,23,21,4,3,0.692,0,0.6,2.9,2.6,0.5,0.4,0.1,0.239,-2.4,0.1,/players/m/mcculjo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1979,86,PHO,Malcolm Cesare,Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/cesarma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1979,87,SEA,Richie Allen,Cal State Dominguez Hills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/allenri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,OKC,FALSE
1979,88,WSB,Lamont Reid,Oral Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/reidla01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1979,89,UTA,Perry Wolfe,Stanford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/p/perrywo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1979,90,BOS,Jimmy Allen,University of New Haven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/allenji01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,91,CLE,Matt Simpkins,Georgia Southern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/simpkma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1979,92,DET,Flintie Ray Williams,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/willifl02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1979,93,CHI,Larry Washington,Drury University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/washila01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1979,94,NYK,Johnny Green,"University of California, Riverside",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/greenjo06.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1979,95,NJN,Jim Abromaitis,UConn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/abromji01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1979,96,GSW,George Lett,Centenary (LA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/lettge01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,97,MIL,Jim Tillman,Eastern Kentucky University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/tillmji02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1979,98,IND,Billy Reid,San Francisco,1,59,597,190,60,71,0.454,0,0.564,10.1,3.2,1,1.2,-0.6,-0.05,-5.6,-0.5,/players/r/reidbi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1979,99,SDC,Greg Joyner,Middle Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/joynegr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,100,POR,Matt White,Penn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/whitema01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,101,ATL,Tiny Pinder,NC State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/p/pindeti01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1979,102,DEN,Larry Williams,Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/willila04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1979,103,PHI,Carl McPipe,Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mcpipca01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1979,104,HOU,Allen Leavell,Oklahoma City University,10,700,16248,6684,1164,3339,0.45,0.234,0.834,23.2,9.5,1.7,4.8,29.9,0.088,0.4,9.8,/players/l/leaveal01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,105,KCK,Curtis Watkins,DePaul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/watkicu01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1979,106,SAS,Steve Schall,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/schalst01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1979,107,PHO,Mark Eaton,UCLA,11,875,25169,5216,6939,840,0.458,0,0.649,28.8,6,7.9,1,44.8,0.085,-0.1,11.8,/players/e/eatonma01.html,TRUE,0,FALSE,2,0,0,0,0,0,0,0,1,PHO,FALSE
1979,108,WSB,Marshall Ashford,Virginia Tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/ashfoma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1979,109,UTA,Ernie Cobb,Boston University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/cobber01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1979,110,BOS,Marvin Delph,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/delphma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,111,DET,Truman Claytor,Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/clayttr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1979,112,CLE,Jon Manning,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mannijo02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1979,113,NYK,Phil Abney,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/a/abneyph01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1979,114,CHI,Steve Smith,USC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/smithst05.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1979,115,NJN,Tony Smith,UNLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/smithto04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1979,116,MIL,Derrick Mayes,Illinois State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mayesde01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1979,117,IND,Greg Guye,Stetson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/guyegr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1979,118,GSW,Jim Mitchem,DePaul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mitchji01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,119,SDC,Bob Bender,Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/bendebo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,120,POR,Ray Ellis,Pepperdine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/e/ellisra01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,121,ATL,Dwight Williams,Gardner-Webb University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/willidw01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1979,122,DEN,Odell Ball,Marquette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/ballod01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1979,123,PHI,Dan Hartshorne,Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/hartsda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1979,124,HOU,Collie Davis,Southern University and A&M College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/davisco01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,125,SAS,Terry Knight,Pitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/k/knighte01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1979,126,KCK,Bob Roma,Princeton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/romabo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1979,127,PHO,Dale Shackleford,Syracuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/shackda01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1979,128,WSB,Garcia Hopkins,Morgan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/hopkiga01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1979,129,UTA,Paul Poe,Louisiana College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/p/poepa01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1979,130,BOS,Steve Castellan,Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/castest01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,131,CLE,Steve Skaggs,Ohio University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/skaggst01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1979,132,DET,Ken Jones,Saint Mary's,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/joneske02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1979,133,CHI,Mike Eversley,Chicago State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/e/eversmi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1979,134,NYK,Marc Coleman,Seton Hall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/c/colemma02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1979,135,NJN,Jim Strickland,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/stricji01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1979,136,IND,Dirk Ewing,Stetson University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/e/ewingdi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1979,137,GSW,Ren Watson,VCU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/watsore01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,138,MIL,Stan Ray,Cal State Fullerton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/rayst01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1979,139,SDC,Jene Grey,LeMoyne College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/greyje01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,140,POR,Jeff Tropf,Central Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/tropfje01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,141,ATL,Tim Waterman,St. Bonaventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/waterti01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1979,142,PHI,Bobby Willis,Penn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/willibo02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1979,143,HOU,Rich Valavicius,Auburn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/v/valavri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,144,DEN,John Johnson,Creighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/johnsjo04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1979,145,KCK,Nick Daniels,Xavier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/danieni01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1979,146,SAS,Tyrone Branyan,Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/branyty01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,SAS,FALSE
1979,147,PHO,Ollie Matson Jr.,Pepperdine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/matsool01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1979,148,UTA,Keith McDonald,Utah State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/mcdonke02.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1979,149,BOS,Glenn Sudhop,NC State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/sudhogl01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,150,DET,Rodney Lee,Memphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/leero03.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1979,151,CLE,Mark Haymore,UMass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/haymoma01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1979,152,NYK,Billy Tucker,Tennessee State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/tuckebi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1979,153,CHI,Tony Warren,NC State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/warreto01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1979,154,NJN,Henry Hollingsworth,Hofstra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/hollihe01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1979,155,GSW,Mario Butler,Briar Cliff University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/butlema01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,156,MIL,Larry Spicer,UAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/spicela01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1979,157,IND,Brian Magid,George Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/m/magidbr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,IND,FALSE
1979,158,SDC,Renaldo Lawrence,Appalachian State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/lawrere01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,159,POR,Willie Pounds,Chaminade University of Honolulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/p/poundwi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,160,ATL,John Goedeke,UMBC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/g/goedejo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
1979,161,HOU,Delbert Watson,East Tennessee State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/watsode01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,HOU,FALSE
1979,162,DEN,Matt Teahan,Denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/t/teahama01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DEN,FALSE
1979,163,PHI,Rick Raivio,University of Portland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/raiviri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHI,FALSE
1979,164,KCK,Tony Vann,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/v/vannto01.html,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,SAC,FALSE
1979,165,PHO,Charles Jones,Albany State University,15,726,14095,1826,3253,623,0.48,0,0.618,19.4,2.5,4.5,0.9,24.6,0.084,-0.9,4,/players/j/jonesch01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,PHO,FALSE
1979,166,WSB,Jo Jo Walters,Manhattan College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/waltejo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,WAS,FALSE
1979,167,UTA,Milt Huggins,Southern Illinois,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/h/huggimi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,UTA,FALSE
1979,168,BOS,Kevin Sinnett,United States Naval Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/s/sinneke01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BOS,FALSE
1979,169,CLE,Tim Joyce,Ohio University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/joyceti01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CLE,FALSE
1979,170,DET,Val Bracey,Central Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/b/braceva01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,DET,FALSE
1979,171,CHI,James Jackson,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/j/jacksja04.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,CHI,FALSE
1979,172,NYK,Brett Wyatt,New Jersey City University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/w/wyattbr01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,NYK,FALSE
1979,173,NJN,Ricky Free,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/f/freeri01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,BRK,FALSE
1979,174,MIL,Roger Lapham,University of Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/l/lapharo01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,MIL,FALSE
1979,175,GSW,Gene Ransom,California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/r/ransoge01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,GSW,FALSE
1979,176,SDC,Mike Dodd,San Diego State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/d/doddmi01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,LAC,FALSE
1979,177,POR,Stan Eckwood,Harding University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/e/eckwost01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,POR,FALSE
1979,178,ATL,Cedric Oliver,Hamilton College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/players/o/olivece01.html,TRUE,0,FALSE,0,0,0,0,0,0,0,0,0,ATL,FALSE
